Site,Label,Concepticon_ID,Concepticon_Gloss
1106,leg,1297,LEG
1107,leg,1297,LEG
1108,leg,1297,LEG
1109,leg,1297,LEG
1110,leg,1297,LEG
1111,leg,1297,LEG
1112,leg,1297,LEG
1113,leg,1297,LEG
1114,leg,1297,LEG
1115,leg,1297,LEG
1116,leg,1297,LEG
1117,leg,1297,LEG
1118,leg,1297,LEG
1119,leg,1297,LEG
1120,leg,1297,LEG
1121,leg,1297,LEG
1122,leg,1297,LEG
1123,leg,1297,LEG
1124,leg,1297,LEG
1125,leg,1297,LEG
1126,lie,1411,LIE (REST)
1127,lie,1411,LIE (REST)
1128,lie,1411,LIE (REST)
1129,lie,1411,LIE (REST)
1130,lie,1411,LIE (REST)
1131,lie,1411,LIE (REST)
1132,lie,1411,LIE (REST)
1133,lie,1411,LIE (REST)
1134,lie,1411,LIE (REST)
1135,lie,1411,LIE (REST)
1136,lie,1411,LIE (REST)
1137,lie,1411,LIE (REST)
1138,lie,1411,LIE (REST)
1139,lie,1411,LIE (REST)
1140,lie,1411,LIE (REST)
1141,lie,1411,LIE (REST)
1142,lie,1411,LIE (REST)
1143,lie,1411,LIE (REST)
1144,lie,1411,LIE (REST)
1145,lie,1411,LIE (REST)
1146,lie,1411,LIE (REST)
1147,lie,1411,LIE (REST)
1148,lie,1411,LIE (REST)
1149,lie,1411,LIE (REST)
1150,lie,1411,LIE (REST)
1151,lie,1411,LIE (REST)
1152,lie,1411,LIE (REST)
1153,live,1422,BE ALIVE
1154,live,1422,BE ALIVE
1155,live,1422,BE ALIVE
1156,live,1422,BE ALIVE
1157,live,1422,BE ALIVE
1158,live,1422,BE ALIVE
1159,live,1422,BE ALIVE
1160,live,1422,BE ALIVE
1161,live,1422,BE ALIVE
1162,live,1422,BE ALIVE
1163,live,1422,BE ALIVE
1164,live,1422,BE ALIVE
1165,long,1203,LONG
1166,long,1203,LONG
1167,long,1203,LONG
1168,long,1203,LONG
1169,long,1203,LONG
1170,long,1203,LONG
1171,long,1203,LONG
1172,long,1203,LONG
1173,long,1203,LONG
1174,man,1554,MAN
1175,man,1554,MAN
1176,man,1554,MAN
1177,man,1554,MAN
1178,man,1554,MAN
1179,man,1554,MAN
1180,man,1554,MAN
1181,man,1554,MAN
1182,man,1554,MAN
1183,man,1554,MAN
